match_tier,field_name,parcelnumb,unidata_scity,unidata_value,gpkg_value,comparison
pair,address,02230051,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02230051,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02230051,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02230052,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02230052,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02230052,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02230058,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02230058,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02230059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02230059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02231008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02231009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02231014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231016,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231016,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02231017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231027,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231027,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231029,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02231029,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231031,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231031,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02231034,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02231034,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02234002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02234002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02234003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02234003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02237001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02237015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02237015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02237032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02237035,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237035,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02237039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237048,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02237050,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02237050,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02238023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02243100,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02254006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02254006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02254006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02254019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02254019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02254020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02256011,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02259085,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02259085,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02259085,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602029,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602030,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602035,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602036,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602041,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02602063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02603001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02603079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604071,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604073,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604082,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604085,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02604089,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02605018,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02605023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02605053,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02606012,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02606012,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02606032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02607073,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02607074,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02607075,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02607075,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02609067,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02610028,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02610029,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02611018,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02613033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02617027,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02618001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02618001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02618003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02618004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02618004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02618008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02618008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02618008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02618009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02618009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02619088,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02621001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02621004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02623014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02623014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02625001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02625001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02625001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02625002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02625002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02626001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02626002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02801002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02801002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02803037,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02803037,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02803038,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02803038,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02803038,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02803079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02803079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02803079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02803121,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02803121,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02804001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02804002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02804003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02804003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02804059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02804059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02804059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02804095,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02804095,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02804095,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02805013,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02805013,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02805013,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02805063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02805063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02805063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02805065,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02806040,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02806040,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02811001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02811001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02811002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02811033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02811033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811035,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02811036,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02812003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02812003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02812006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02812022,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02812024,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02812024,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02815104,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02815130,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02815130,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02816067,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02816067,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02817001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02819063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02819063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02820001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02820001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02820002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02820002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02821059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02821059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02821060,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02821060,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02823002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02823003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823011,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02823015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823018,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02823019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02823020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02823023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02823023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02824007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02824008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02824009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,zoning,02824010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824013,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824028,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02824039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824044,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02824046,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834001,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834003,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834011,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834012,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834013,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834016,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834018,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834021,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834022,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834024,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834025,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834026,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834027,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834028,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834029,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834030,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834031,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834032,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834033,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834034,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834035,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834036,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834037,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834038,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834040,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834041,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834042,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834043,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834044,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834045,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834046,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834047,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834048,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834049,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834050,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834051,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834052,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834053,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834054,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834055,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834056,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834057,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834058,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834059,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834060,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834061,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834062,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834063,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834064,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834065,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834066,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834067,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834068,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834069,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834070,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834071,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834072,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834073,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834074,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834075,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834076,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834077,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834078,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834079,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834080,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834081,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834082,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834083,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834084,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834085,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834086,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834087,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834088,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834089,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834090,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834091,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834092,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834093,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02834094,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02901002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02901003,Fremont,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02901003,Fremont,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02901005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02901007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02902015,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02903019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02903023,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02903025,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02904005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02904006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02906017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906017,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02906020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906020,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906025,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906039,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02906040,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02907009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02907010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02907011,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02907012,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02907014,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02909050,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02909050,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02909058,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02910081,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02910082,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02910083,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02910084,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02916018,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02916019,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917002,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917004,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917005,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917006,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917007,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917008,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917009,Milpitas,[blank],,Unidata missing; GPKG empty
pair,address,02917010,Milpitas,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,02917010,Milpitas,[blank],,Unidata missing; GPKG empty
