match_tier,field_name,parcelnumb,unidata_scity,unidata_value,gpkg_value,comparison
pair,yearbuilt,13206003,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206012,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206029,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206033,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206038,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206039,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13206040,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13207001,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13207061,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13209047,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13210192,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13212001,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13213053,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13214025,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13214061,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13214062,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13216020,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13216037,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217039,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13217048,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217048,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217071,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13217072,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217072,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13217082,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217082,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13217084,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13219067,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13219068,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13220161,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13222009,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13222072,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13225057,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13226052,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13226068,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13226079,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13227092,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13228072,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13228123,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13230058,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13231074,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13231079,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13231080,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13231080,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13232037,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13232042,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13232043,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13233037,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13233060,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13233061,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13233062,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13233063,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13235033,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13236024,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13236025,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13236092,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13237067,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13237074,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13237075,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13238041,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13238055,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13238074,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13239065,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13239075,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13239082,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13239084,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13239089,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13241090,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13241094,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13241094,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13241095,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13241095,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242051,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242052,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242077,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242080,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13242083,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242083,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13242084,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13242084,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13243096,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13243120,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13243123,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13244014,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13244099,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13244104,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13244110,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13244110,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13244111,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13244111,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13246090,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13247057,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13248034,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13255016,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13256063,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266005,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266006,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266007,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266008,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266009,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266010,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13266011,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701078,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701096,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701107,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701143,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701150,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13701151,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13702024,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13702025,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13702053,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13702088,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13703008,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13704092,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13704093,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13705028,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13706028,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13707065,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13708016,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13708033,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13708080,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13708100,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13709001,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13709004,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,address,13710128,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13710128,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13711074,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13711079,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13713153,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13715001,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13715076,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13716031,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13717011,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13717022,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13717025,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13724015,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13724034,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13724045,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13725088,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13726031,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13726080,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13728040,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,13729016,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14201007,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14201008,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14201009,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14202009,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14202024,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14202025,Menlo Park,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14202026,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14203039,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14203042,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14203043,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14203044,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204013,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204016,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204018,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204019,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204021,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204022,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204024,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204025,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204026,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204027,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204028,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204029,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204030,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204031,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204032,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204033,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204034,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204035,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204036,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204037,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204038,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204039,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204040,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204041,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204042,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204043,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204044,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204045,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204046,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204047,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204048,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204049,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204050,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204051,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204052,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204053,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204054,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204055,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204056,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204057,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204058,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204059,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204060,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14204061,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205006,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205022,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205023,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205024,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205025,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205026,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205027,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205029,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205030,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205032,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205033,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205034,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205035,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205036,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205037,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205038,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205039,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205040,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205041,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205042,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205043,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205045,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205046,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205047,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205048,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205049,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205050,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205051,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205052,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205053,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205054,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205055,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205056,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205057,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205058,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205059,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205060,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205061,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205062,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205063,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205064,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205065,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205066,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205067,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205068,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205069,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205070,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205071,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205072,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205073,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205074,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205075,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205076,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205077,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205078,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205079,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205080,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205081,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14205082,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206001,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206002,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206003,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206004,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206005,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206006,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14206007,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207004,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207005,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207017,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207018,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207051,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207065,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207066,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207067,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207068,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207069,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207074,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207080,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207081,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207082,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207083,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207084,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207085,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207086,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207087,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207088,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207089,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207090,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207091,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207092,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207093,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207094,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207095,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207096,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207097,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207098,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207099,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207100,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207101,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207102,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14207103,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208001,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208002,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208004,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208005,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208021,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208030,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208035,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208036,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208037,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208045,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208061,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208071,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208080,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208105,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208119,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208131,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208147,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208150,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14208156,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14209002,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14209003,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14209006,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14209009,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14209011,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14210001,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14210098,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14210129,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14211060,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14211129,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14211133,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14212002,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14212003,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14212006,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14213001,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14213004,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14213008,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14214007,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14214008,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14214009,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14214015,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14214016,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14215001,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14215008,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14215009,Stanford,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216036,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216037,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216038,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216039,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216041,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216052,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216057,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216064,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216065,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216069,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216070,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216071,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216072,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14216084,Palo Alto,[blank],,Unidata missing; GPKG empty
pair,yearbuilt,14217007,Palo Alto,[blank],,Unidata missing; GPKG empty
